,SMALL LoPRIOR,ME1 PRIOR2,ME1 PRIOR3,ME1 PRIOR4,SMALL HiPRIOR,ME2 PRIOR1,ME2 PRIOR2,ME2 PRIOR3,ME2 PRIOR4,ME2 PRIOR5,ME3 PRIOR1,ME3 PRIOR2,ME3 PRIOR3,ME3 PRIOR4,ME3 PRIOR5,ME4 PRIOR1,ME4 PRIOR2,ME4 PRIOR3,ME4 PRIOR4,ME4 PRIOR5,BIG LoPRIOR,ME5 PRIOR2,ME5 PRIOR3,ME5 PRIOR4,BIG HiPRIOR
196705,-0.04,1.63,0.9,1.6,-1.92,-2.3,-0.58,-0.7,-2.44,-1.43,-2.3,-0.84,-0.53,-1.63,-2.25,-1.51,-0.51,-1.57,-1.92,-2.64,-5.65,-5.75,-3.4,-5.02,-4.07
196706,6.08,6.52,11.44,13.09,17.81,6.18,3.27,7.11,9.06,13.85,2.81,1.65,4.73,5.98,9.7,4.56,3.18,2.33,4.6,6.93,-0.36,1.13,0.62,1.5,5.55
196707,11.85,11.21,10.26,8.56,8.77,8.36,5.09,6.74,12.37,7.33,7.5,5.34,4.76,8.51,7.43,7.05,4.07,5.62,4.7,6.27,7.46,2.57,3.43,5.44,4.72
196708,1.82,1.66,1.26,-0.13,-0.85,0.95,0.83,0.63,-0.22,-0.91,1.14,0.83,2.67,-0.98,-1.92,-0.61,-0.24,0.94,-0.42,-0.29,-1.03,-0.48,-0.69,-0.27,-1.64
196709,4.72,6.45,8.86,7.76,9.78,4.57,5.92,5.79,4.14,7.37,1.97,1.28,2.42,4.5,6.82,1.95,2.96,3.11,3.07,2.99,3.53,2.77,2.02,4.3,3.48
196710,-3.05,-1.9,-3.26,-1.54,-0.32,-3.65,-2.73,-2.41,-0.62,-2.1,-4.31,-4.13,-2.18,-6.01,-1.92,-6.57,-5.36,-5.69,-3.37,-0.18,-3.26,-4.08,-4.08,2.16,0.21
196711,-1.49,-0.01,1.16,0.56,-0.38,-0.77,1.68,-1.27,1.13,1.31,-0.89,1.7,-0.4,2.91,2.96,1.36,-0.97,1.57,3.3,-0.29,1.08,-0.72,-0.65,2.39,2.09
196712,5.23,6.41,8.81,9.77,14.25,5.93,5.53,7.19,9.82,10.97,3.71,6.2,4.62,5.51,7.77,4.32,2.79,3.42,1.77,5.48,2.75,2.61,2.14,1.41,4.63
196801,6.63,4.94,4.58,6.82,3.06,-0.07,2.17,2.29,1.58,-1.95,0.58,1.71,1.24,-4.88,-4.96,-0.69,0.65,-2.57,-4.06,-6.14,-1.1,-3.82,-5.32,-7.82,-11.21
196802,-5.14,-3.37,-5.03,-5.36,-8.09,-4.12,-4.07,-4.15,-3.83,-8.3,-2,-2.37,-3.81,-4.49,-7.93,-3.4,-1.35,-4.54,-6.21,-7.94,-2.7,-1.91,-2.53,-2.92,-3.3
196803,-2.57,-1.3,-1.58,-2.09,-1.06,-2.23,-0.03,-1.25,-1.75,-0.28,-1.35,-1.11,0.37,-0.07,0.96,-1.6,-0.94,-0.57,1.1,3.34,-0.02,-1.28,1.6,4.74,4.69
196804,13.05,12.22,12.42,14.43,19.99,13.6,11.41,12,14.13,16.78,11.94,8.99,11.01,12.79,17.28,10.78,9.36,10.4,11.05,16.62,7.02,6.44,7.81,10.47,14.27
196805,9.71,11.23,8.33,9.79,16.5,8.52,6.43,7.82,7.84,9.58,4.86,5.81,2.24,7.29,6.93,3.43,1.93,5.48,4.31,6.48,-0.12,0.11,3.22,2,3.7
196806,0.39,2.52,3.48,1.36,0.34,-0.26,2.33,2.31,1.44,-1.35,1.71,1.78,2.26,1.78,0.55,2.79,3.54,1.88,0.5,0.15,3.45,0.4,0.79,-0.04,-0.18
196807,-6.15,-3.22,-0.61,-1.55,-2.95,-3.33,-4.04,-4.11,-1.78,-4.13,-4.88,-2.18,-4.44,-3.79,-3.6,-3.07,-2.05,-3.08,-4.79,-4.65,-1.41,-2.88,2.03,-4.64,-4.01
196808,1.13,4.07,4.02,4.79,6.51,1.17,4.9,3.95,2.78,4.65,1.2,2.68,3.24,3.1,4.64,2.19,0.87,1.99,1.88,4.12,1.06,0.87,1.73,1.83,2.72
196809,5.9,8.46,5.57,4.9,8.47,8.52,5.33,5.52,8.46,6.94,7.26,5.62,4.54,5.29,9.4,10.32,4.13,4.43,4.67,9.6,5.82,3.35,3.8,1.63,6.11
196810,0.32,-0.69,1.95,1.2,-0.52,-1.44,1.48,1.64,1.68,0.28,2.41,4.62,2.9,1.14,0.3,0.11,-0.13,1.64,1.2,0.03,2.09,2.77,-0.16,-1.3,1.48
196811,7.11,6.05,8.35,5.69,8.01,7.46,9.41,9.35,7.46,9.56,8.62,8.21,8.49,7.4,8.76,7.28,8.16,6.72,6.41,7.25,7.75,3.11,5.06,5.54,10.13
196812,1.05,2.43,3.24,3.23,2.1,-1.63,0.7,1.68,-1.39,-1.23,-2.77,-0.63,-1.2,-0.7,-3.89,-4.5,-1.71,-1.54,-2.19,-5.77,-4.8,-4.73,-3.42,-4,-4.34
196901,-0.32,-0.87,-0.88,-0.85,-0.8,0.26,-1.21,0.21,-1.11,-0.87,-3.21,-2.04,-0.7,-1.2,-1.79,-0.79,-0.35,-0.35,-0.55,-0.83,0.17,-1.26,-0.37,-0.67,-1.28
196902,-9.62,-8.07,-8.19,-9.87,-10.54,-10.2,-7.05,-6.56,-7.63,-10.81,-7.97,-4.84,-5.89,-7.81,-8.61,-6.73,-4.92,-8.21,-7.23,-8.59,-4.87,-3.06,-4.36,-7.15,-6.01
196903,-0.67,-0.52,0.64,2.47,4.71,-1.41,0.36,0.05,2.09,5.88,-1.99,-0.47,2.46,0.7,5.26,0.32,1.91,1.39,4.06,4.39,3.54,2.01,4.96,5.92,4.59
196904,-1.5,-1.06,0.97,0.26,-0.32,-0.65,-0.39,-0.09,1.18,2.64,0.16,-1.75,0.06,0.86,3.29,1.12,0.8,0.93,1.85,4.34,3.5,2.69,0.41,3.03,2.92
196905,-0.96,-0.42,0.64,0.37,2.79,-1.56,-1.14,0.04,0.04,-1.97,-1.83,0.28,1.74,-1.29,0.39,-2.93,1.12,1.31,0.23,1.33,-0.82,-0.29,0.95,1.54,1.46
196906,-13.99,-13.3,-11.65,-11.83,-14.53,-13.6,-11.85,-10.58,-11.39,-12.48,-11.05,-8.94,-8.82,-9.51,-11.44,-10.18,-8.86,-6.53,-7.31,-10.25,-6.67,-1.14,-5.77,-5.67,-9.6
196907,-12.54,-9.41,-10.71,-10.41,-12.14,-12.92,-8.46,-7.55,-7.5,-9.06,-12.54,-9.37,-5.75,-7.7,-8.6,-10.54,-6.98,-5.46,-5.04,-7.18,-12.01,-4.01,-4.48,-6.11,-6.99
196908,4.49,4.22,3.39,4.49,6.39,5.36,4.97,3.48,4.5,8.51,10.7,5.12,4.19,4.07,11.66,4.77,1.35,4.84,6.63,8.97,4.21,3.57,5.06,3.35,8.18
196909,-4.64,-3.7,-2.36,-2.55,-2.11,-1.11,0.21,-1.67,-1.47,1.21,-5.25,-2.24,0.03,-1.45,1.25,-3.4,-2.55,-3.45,-1.46,-1.53,-4.12,-4.63,-4.71,-1.21,-2.75
196910,13.55,9.52,7.24,5.97,8.41,12.57,6.04,8.67,6.79,6.06,9.2,9.16,8.65,6.63,6.81,6.53,8.53,8.44,6.56,6.76,9.64,3.47,3.74,4.22,5.06
196911,-8.29,-7.53,-7.91,-4.25,-4.21,-8.03,-3.93,-6.64,-2.12,-4.81,-8.36,-5.06,-5.23,-4.34,-2.14,-5.98,-4.05,-4.65,-4.56,-0.98,-4.39,-4.75,-4.43,-3.23,-0.99
196912,-11.9,-9.76,-10.45,-5.82,-4.78,-7.38,-6.78,-3.43,-4.46,-4.72,-7.06,-4.79,-3.85,-1.95,-0.35,-7.29,-1.7,-3.62,-1.45,0.2,-4.26,-4.37,-2.9,-2.91,1.41
197001,-1.17,-0.99,-2.4,-4.08,-5.6,-8.4,-2.54,-6.12,-5.95,-9.33,-8.04,-5.68,-6.89,-5.88,-4.38,-5.59,-9.63,-5.89,-8.3,-9.44,-12.84,-13.73,-9.55,-6.77,-6.32
197002,3.17,4.37,3.59,3.47,1.94,5.16,2.6,4.36,4.15,6.94,3.09,2.68,4.01,6.1,3.98,3.15,6.68,7.08,5.81,6.43,6.79,8.25,6.32,7.76,4.42
197003,-3.44,-2.85,-3.23,-3.81,-6.3,-2.2,-3.72,-0.76,-1.01,-3.54,-1.9,1,1.62,-0.6,-4.68,-3.89,0.91,1.78,0.89,-3.07,-3.25,0.05,2.35,2.8,-2.2
197004,-19.45,-17.73,-13.78,-16.62,-23.7,-19.43,-16.81,-13.98,-13.17,-19.15,-16.61,-14.02,-12.97,-10.6,-17.57,-10.34,-13.99,-10.71,-12.07,-14.98,-12.19,-7.2,-8.27,-8.21,-9.58
197005,-8.68,-9.04,-10.89,-9.64,-11.8,-12.37,-9.36,-10.45,-10.49,-9.37,-11.59,-9.49,-10.44,-9.37,-9.7,-8.42,-9.28,-9.96,-9,-7.28,-2.14,2.94,-6.84,-5.87,-7.36
197006,-12.79,-7.18,-7.34,-4.98,-2.04,-11.95,-10.13,-8.21,-5.72,-1.66,-12.07,-8.32,-6.47,-4.03,-3.6,-12.61,-10.65,-6.2,-4.12,-1.3,-10.19,-2.09,-5.1,-6.47,-3.67
197007,5.15,4.72,4.53,6.09,4.09,7.44,7.63,7.6,7.57,6.09,7.41,9.63,6.93,7.88,4.75,12.13,12.71,10.65,6.16,6.5,12.89,10.92,10.49,6.8,4.87
197008,7.8,5.98,5.63,4.01,2.93,13.86,7.19,4.64,5.67,1.86,15.97,7.99,6.75,3.05,4.75,11.59,7.7,7.05,5.82,2.83,7.57,8.87,5.98,5.02,1.92
197009,20.79,14.02,9.9,8.8,15.46,20.9,13.6,7.44,6.78,6.73,21.65,11.2,8.99,4.87,7.16,7.79,8.13,7.48,4.7,6.01,13.34,4.68,5.69,1.83,1.42
197010,-12.34,-7.19,-2.51,-1.46,1.6,-13.7,-4.31,-1.44,-1.51,-1.48,-12.99,-4.95,-3.83,-0.49,1.04,-15.09,-4.23,-4.12,-2.1,-0.68,-10.54,-2.69,-0.61,-0.91,-0.1
197011,-3.33,-0.97,-0.87,1.46,0.68,0.39,1.46,4.2,4.14,4.28,3.37,3.62,2.85,3.17,5.38,3.47,3.6,5.31,6.49,5.3,6.28,4.7,5.5,5.3,5.92
197012,8.8,7.52,10.26,9.68,12.19,8.83,9.9,8.38,10.47,6.24,8.93,9.05,10.39,7.13,6.13,8.24,10.09,10.43,8.43,6.58,7.65,6.39,6.52,6.79,3.31
197101,19.56,18.34,12.67,10.81,10.31,13.01,10.9,7.55,9.79,9.3,11.56,11.64,7.82,9.09,6.39,11.59,9.16,8.41,7.97,3.82,9.53,6.72,3.56,3.74,2.83
197102,6.69,4.84,3.85,2.61,7.97,1.83,3.69,1.52,1.49,3.9,2,2.91,3.98,2.12,2.01,1.14,2.5,1.65,2.54,1.37,-0.45,1.61,-0.08,1.22,2.87
197103,5.44,5.93,8.23,6.5,8.66,4.98,5.35,5.83,4.21,3.86,9.28,7.51,2.67,3.69,5.33,7.88,4.32,4.26,4.81,6.19,7.11,6.07,3.06,3.09,3.39
197104,2.19,3.75,1.23,0.79,1.11,0.08,3.14,0.99,3.24,3.86,5.3,4.48,4.86,4.22,5.27,1.11,2.89,2.03,3.07,5.32,3.9,0.78,4.01,5.28,5.3
197105,-6.19,-6.97,-6.64,-6.54,-5.38,-5.99,-5.81,-4.13,-4.57,-5.08,-6.53,-3.44,-4.58,-3.78,-2.73,-4.38,-2.65,-3.31,-3.09,-1.85,-4.89,-2.08,-4,-4.05,-2.86
197106,-4.79,-3.32,-1.67,-2.38,-1.3,-4.22,-2.72,-2.37,-0.9,1.25,-0.7,-0.06,-2.96,-1.76,2.25,-0.1,0.04,0.54,-0.75,2.66,-0.48,0.69,0.19,0.36,3.1
197107,-6.09,-4.39,-5.87,-7.21,-8.58,-5.62,-4.41,-4.22,-4.74,-6.87,-4.31,-2.42,-4.07,-4.9,-6.1,-3.73,-3.42,-3.11,-4.68,-5.77,-3.95,-3.48,-2.9,-4.2,-8.47
197108,2.61,2.86,4.85,5.57,5.23,2.64,2.81,3.52,8.46,7.89,3.14,2.33,4.96,5.37,7.9,1.34,1.78,6.82,4.86,9.73,1.23,3.29,5.19,5.09,5.49
197109,-3.3,-2.15,-1.04,0.21,2.85,-2.76,-0.92,-1.65,1.03,0.13,-1.47,-2.18,-2.16,-1.91,1.67,-2.76,-0.3,-0.68,0.33,1.19,-1.61,-1.38,1.61,-0.56,-1.29
197110,-6.9,-6.39,-6.22,-5.35,-7.25,-7.73,-3.53,-4.03,-4.83,-4.73,-10.88,-6.09,-3.92,-6.27,-4.73,-4.45,-3.3,-3.01,-5.12,-5.13,-4.88,-2.14,-3.59,-4.12,-5.22
197111,-4.98,-5.53,-3.16,-4.62,-4.64,-4.1,-2.6,-2.93,-1.73,-0.84,-4.07,-2.18,-3.11,-2.28,-2.04,-1.9,-0.92,-1.18,-1.37,-0.06,-1.48,0.8,0.43,0.83,1.71
197112,14.04,13.14,12.95,12.03,13.54,15.85,11.25,12.92,11.46,12.99,13.81,12.75,9.55,12.31,9.75,12.14,9.13,9.33,10.67,11.86,8.89,8.16,8.18,8.05,9.12
197201,16.57,12.63,11.84,11.46,13.14,8.77,8.25,7.15,6.04,5.78,3.39,5.54,3.91,5.51,6.65,1.74,2.53,3.74,0.7,5.6,-2.56,2.57,1.85,1.79,2.3
197202,3.65,3.14,3.11,6.69,5.62,2.86,1.82,3.07,5.84,2.97,2.51,0.64,2.59,3.96,6.2,4.4,-0.2,-0.03,4.4,6.5,7.05,-0.64,1.97,3.83,5.05
197203,-2.31,0.27,0.3,-0.61,0.23,0.14,0.11,-1.1,0.2,2.72,-0.17,-1.16,-0.6,0.98,2.64,-0.43,1.03,1.87,1.96,1.25,-3.83,-1.6,1.14,0.75,3.07
197204,-2.37,0.28,0.71,1.18,2.57,-0.93,0.75,0.59,1.4,4.44,1.23,-1.91,0.1,-0.4,0.65,-0.51,-1.21,0.09,0.16,0.89,0.81,-0.84,0.12,0.88,2.5
197205,-3.85,-4.07,-2.37,-1.64,-1.77,-4.59,-3.3,-2.56,-2.39,-0.4,-2.96,-2.11,-2.1,-1.5,2.92,-2.54,-1.48,-0.83,0.07,3.69,2.61,1.55,-0.07,2.16,4.9
197206,-4.21,-3.46,-3.28,-4.86,-3.44,-4.02,-2.48,-1.34,-3.39,-1.92,-6.21,-1,-3.03,-4.53,-2.12,-5.3,-4.42,-3.14,-2.22,-1.94,-4.22,-2.33,-1.38,-2.41,0.11
197207,-4.85,-3.55,-2.94,-3.03,-4.29,-6.14,-2.53,-2.76,-2.16,-5,-3.29,-3.14,-0.99,-0.93,-1.02,-1.84,-2.1,-3.02,-2.92,-1.92,-3.39,-1.54,0.41,0.89,1.98
197208,0.84,0.08,0.24,0.69,-1.28,4.85,1.3,0.55,1.19,-2.12,6.36,3.27,3.12,-0.23,0.99,4.34,4.89,3.49,3.88,0.64,10.79,7.82,7.52,1.45,0.51
197209,-5.83,-3.17,-3.71,-3.72,-4.09,-4.76,-1.11,-3.02,-3.18,-2.19,-3.53,-2.56,-1.66,-1.71,-1.34,-4.89,-0.8,-1.97,-2.23,-2.03,-2.09,-1.25,0.59,-1.19,0.62
197210,-3.12,-1.63,-2.66,-1.99,-3.55,-0.66,-0.45,-0.36,-1.92,1.13,-6.93,1.1,-0.27,1.14,0.32,0.15,0.62,1.27,-0.14,-0.63,0.7,0.3,2,2.29,0.85
197211,5.95,5.43,4.47,4.96,3.8,4.97,7.09,2.46,5.14,6.35,13.54,7.51,7.62,3.77,2.67,10.04,9.58,7.26,5.84,5.85,8.44,8.26,8.83,4.31,1.24
197212,-5.69,-2.34,-2.18,-0.97,-0.13,-4.77,-3.15,-1.27,-2.02,1.24,-2.63,-1.44,-0.61,2.14,1.29,-3.63,-2.45,-2,-0.19,0.54,-2.98,-1.15,-0.46,1.97,4.32
197301,-4.94,-2.64,-3.4,-4.07,-3.95,-7.89,-3.68,-4.84,-6.03,-7.33,-9.07,-7.61,-5.63,-4.74,-5.43,-9.63,-7.23,-5.14,-6.11,-3.84,-11.85,-5.13,-4.74,1.01,-1.35
197302,-9.3,-7.89,-7.33,-6.61,-9.95,-7.91,-8.35,-6.15,-7.43,-11.23,-11.11,-7.56,-5.53,-8.31,-8.86,-8.37,-5.98,-5.02,-5.72,-5.99,-8.77,-5.09,-4.09,-2.84,-3.31
197303,-4.81,-1.71,-3.31,-1.8,0.74,-5.04,-2.56,-3.33,-3.14,-0.38,-4.51,-4.44,-2.7,-2.47,-0.32,-3.69,-1.66,-3.63,-2.59,-1.14,0.03,-3.93,-0.07,-1.68,0.9
197304,-11.03,-7.04,-5.98,-4.53,-4.13,-13.28,-8.05,-5.61,-2.33,-6.58,-11.69,-8.13,-8.01,-3.32,-4.16,-12.05,-8.91,-7.54,-4.02,-3.49,-14.05,-8.77,-4.2,-3.38,-3.79
197305,-12.27,-10.68,-8.16,-6.07,-8.56,-9.45,-10.6,-8.19,-6.28,-5.4,-10.75,-9.08,-7.83,-6.41,-4.54,-13.25,-9.15,-5.41,-3.81,-3.25,-6.98,-4.71,-1.93,-0.73,-0.37
197306,-6.06,-4.1,-2.11,-1.64,-2.86,-6.96,-3.25,-3.16,-0.93,-1.39,-6.71,-2.91,-1.6,-1.06,-3.05,-6.29,-6.22,-3.98,-2.02,-1.03,-9.12,0.85,-4.11,-0.49,0.69
197307,18.65,13.52,13.14,10.43,12.44,20.37,13.37,10.03,6.05,12.73,18.69,13.26,8.88,6.37,4.29,15.58,15.25,9.57,10.73,4.38,9.41,11.24,11.47,4.22,2.35
197308,-8.6,-5.74,-4.8,-6.13,-2.04,-10.58,-5.52,-1.12,-3.74,-0.58,-5.3,-1.35,-4.75,-0.97,-0.41,-5.25,-5.34,-3.05,0.78,-1.16,-1.6,-4.8,-2.5,-2.59,-3.54
197309,10.45,8.8,9.79,7.34,7.99,12.14,14.05,9.71,9.74,11.75,11.99,12.97,11.14,10.37,8.28,13.07,13.64,13.25,8.99,9.26,12.7,12.48,10.68,0.62,4.25
197310,-2.79,-0.49,1.55,2.98,5.39,-6.01,-0.98,0.5,2.64,3.77,-5.14,-1.43,-0.89,0.16,5.32,-6.64,-3.18,0.46,-2.31,4.66,-7.52,-3.76,-5.48,0.62,1.67
197311,-23.49,-19.3,-17.93,-16.08,-17.55,-22.21,-20.97,-15.8,-16.4,-19.73,-21.7,-18.49,-17.83,-13.23,-14.68,-22.23,-20.5,-16.87,-13.03,-14.37,-24.16,-17.52,-11.85,-9.46,-8.35
197312,-10.31,-4.58,-4.05,-2.9,3.39,-7.26,-5.33,-0.1,1.15,6.42,-5.65,-4.41,0.26,0.75,10.32,-2.55,-0.42,-1.94,3.95,6.83,-2.51,-6.25,1.35,-0.18,5.13
197401,21.32,15.46,13.43,10.55,9.1,12.87,10.59,9.6,8,7.13,13.57,7.49,7.46,6.23,2.45,3.24,5.49,3.93,3.33,1.52,2.55,6.56,3.08,-1.25,-4.42
197402,-1.2,0.6,1.26,0.43,0.83,-0.1,2.51,0.69,0.03,-1.85,-0.6,-1.21,-0.57,1.2,1.02,0.01,1.84,-0.72,0.99,-1.06,-2.49,1.62,-1.25,-0.65,1.31
197403,2.55,2,1.1,2.72,-0.44,0.42,-1.69,-0.05,-1.24,-2.66,0.35,-1.23,-0.91,-1.48,-2.13,-0.98,-1.61,-3.6,-3.2,-4.26,-3.39,-2.47,-0.45,-2.44,-4.05
197404,-7.32,-5.35,-4.7,-3.92,-4.4,-8.04,-5.24,-4.59,-4.33,-6.47,-9.66,-7.55,-6.12,-4.75,-5.76,-8.72,-6.25,-7.26,-5.33,-4.34,-10.1,-3.34,-3.29,-4.05,-4.34
197405,-9.79,-7.84,-6.68,-6.13,-6.6,-9.6,-6.82,-7.87,-7.4,-7.91,-9.08,-7.67,-8.38,-6.3,-7.03,-3.62,-5.19,-5.86,-6.1,-9.21,-5.07,-0.05,-1.03,-3.82,-6.74
197406,-4.5,-3.38,-2.45,-2.41,-1.73,-5.87,-4.61,-2.75,-4.31,-1.77,-7.34,-3.79,-4.32,-2.66,0.04,-5.65,-2.72,-4.45,-2.95,-2.23,-5.78,-1.83,-0.71,-1.92,-1.5
197407,-7.41,-5.36,-4.35,-5.17,-4.95,-6.89,-5.1,-4.63,-4.02,-3.19,-5.78,-2.22,-2.6,-4.51,-2.99,-5.04,-5.48,-4.11,-6.82,-3.18,-8.36,-9.51,-10.45,-7.27,-4.77
197408,-10.55,-8.29,-7.91,-6.49,-6.71,-9.63,-10.2,-8.69,-7.04,-5.78,-11.87,-9.14,-8.68,-8.93,-5.83,-11.18,-10.21,-12.1,-8.07,-6.67,-9.45,-8.28,-9.88,-7.54,-9.11
197409,-10.53,-7.72,-6.92,-6.72,-5.95,-12.58,-10.23,-5.98,-7.53,-8.98,-10.47,-7.85,-7.67,-6.26,-8.15,-9.97,-7.48,-8.74,-6.74,-8.68,-15.33,-14.58,-14.48,-8.86,-9.62
197410,8.32,7.52,6.75,6,10.33,13.24,10.21,7.54,7.73,12.54,13.31,13.97,9.77,10.37,13.05,16.89,19.32,10.66,14.2,15.47,24.13,22.24,12.2,20.47,16.83
197411,-8.25,-6.5,-5.43,-5.06,-3.13,-7.21,-5.42,-5.36,-3.5,-3.88,-3.19,-5.06,-4.57,-3.94,-0.96,-4.85,-3.63,-3.25,-0.84,-2.42,-3.65,-4.15,-4.81,-4.34,-2.76
197412,-10.99,-8.31,-8.53,-7.46,-5.71,-5.78,-7.56,-5.46,-5.92,-5.06,-5.34,-6.17,-4.92,-4.67,-5.56,-5.42,-3.88,-6.01,-1.14,-4.87,-5.87,-3.41,-2.03,-1.29,1.03
197501,43.09,37.19,31.62,25.1,21.56,34.58,31.94,26.94,24.35,18.73,27.6,27.84,25.37,18.98,17.69,28.75,22.6,22,20.29,13.32,22.45,13.32,11.16,5.71,10.08
197502,3.94,4.57,5.33,5.63,5.4,5.6,2.45,3.82,4.78,5.25,5.03,5.11,5.3,3.48,4.8,8.76,5.76,3.04,4.3,3.98,7.22,9.47,7.91,5.69,4.59
197503,13.17,9.18,6.48,7.17,7.66,7.23,4.65,6.14,4.62,6.32,6.72,4.73,5.6,4.79,5.82,7.17,3.78,3.03,5.99,8.96,2.28,4.09,1.24,-0.6,4.39
197504,1.06,2.07,2.9,3.58,7.14,0.04,3.98,2.16,4.31,6.47,2.94,3.64,4.52,4.37,7.76,6.22,4.7,4.67,3.91,6.16,9.16,5.78,5.49,3.19,3.94
197505,7.92,7.08,5.59,7.43,9.64,8.06,8.67,7.01,7.91,8.94,7.61,6.36,6.87,5.4,6.47,6.33,6.47,6.24,5.63,5.19,6.49,5.14,5.9,4.51,4.33
197506,8.31,7.64,7.52,7.63,7.99,6.91,6.13,6.93,5.32,7.04,5.68,4.75,8.24,5.46,4.1,5.97,7.54,6.9,7.6,6.75,4.19,3.66,5.45,5.94,5.24
197507,-0.23,0.07,-0.34,-1.3,-1.72,-1.59,-3.1,-4.03,-3.16,-3.66,-4.84,-3.14,-2.98,-4.37,-5.22,-6.24,-6.22,-7.15,-4.54,-5.73,-10.1,-6.07,-5.88,-6.41,-5.17
197508,-6.23,-4.41,-5.28,-6.86,-6.24,-6.24,-4.25,-4.55,-3.73,-5.18,-4.65,-4.47,-3.81,-2.71,-4.06,-5.95,-1.99,-4.26,-4.17,-1.93,-2.21,-1.21,-2.15,-0.85,-2.18
197509,-4.32,-2.95,-2.85,-3.64,-3.31,-3.65,-4.1,-3.88,-4.05,-4.27,-4.82,-3.62,-3.37,-4.68,-4.06,-5.79,-4.66,-2.76,-3.51,-3.46,-5.46,-3.2,-2.01,-4.8,-3.06
197510,-0.15,1.34,1.57,1.46,2.77,1.29,2.46,3.8,4.77,2.39,1.54,2.58,4.2,2.66,5.58,4.44,4.59,6.08,6.32,8.1,9.55,7.03,7.14,5.04,3.6
197511,0.76,0.84,2.81,1.94,2.78,1.58,3.06,2.65,2.99,3.23,2.35,2.23,3.05,3.44,2.74,4.77,4.23,2.12,5.82,3.82,5.12,3.4,2.38,1.59,0.67
197512,-0.55,-0.13,-1.16,-0.67,-1.48,0.6,-0.6,0.82,-2.22,-1.6,1.61,-0.43,-0.4,0.25,-1.24,-0.72,0.3,-1.25,-1.32,-2.31,-2.85,-1.31,-2.2,0.03,0.21
197601,17.55,20.03,20.03,21.06,24.31,15.64,16.8,20.35,20.49,19.7,13.23,18.24,15.55,16.49,20.01,11.9,14.4,15.92,16.82,16.69,8.6,11.7,11.73,12.77,12.17
197602,12.53,9.95,9.55,11.66,11.7,7.79,8.24,7.42,10.2,6.93,5.46,6.21,4.79,4.8,6.04,3.23,3.22,2.03,2.28,2.67,-2.71,-1.28,-1.39,-2.03,3.16
197603,-0.16,1.19,2.9,1.82,2.26,0,0.36,2.83,2.84,2.06,-0.27,0.9,1.94,2.19,1.93,0.67,1.13,2.5,3.12,1.81,4.56,3.27,4.38,1.42,-0.36
197604,-1.22,-0.19,-0.53,-1.73,-1.83,-0.96,-0.24,-0.27,-0.29,-2.56,-1.24,0,-0.47,-1.99,-0.76,-2.91,-0.49,-0.34,-1.93,-1.09,-3.4,-0.55,-0.57,0.78,-0.57
197605,-0.75,-1.26,-0.99,-1.97,-4.59,-1.09,-0.08,-0.41,-2.09,-3.66,-1.17,-0.39,-1.14,-1.54,-2.68,-1.68,-1.97,-0.95,-1.21,-3.63,-0.82,-1.01,-0.56,0.22,-0.33
197606,1.79,2.77,2.17,1.74,2.7,3.05,3.29,2,3.09,4.72,4,5.66,4.48,6.04,7.28,5.97,6.44,5.08,6.19,5.02,6.24,3.26,4.66,3.48,3.06
197607,-0.96,0.32,0.8,0.88,0.07,-0.46,0.99,0.66,1.46,0.29,-0.32,1.05,-0.19,1.59,-2.1,0.32,0.81,0.34,-0.21,-2.14,-0.86,-1.95,0.88,-1.49,-1.64
197608,-2.07,-0.54,-1.62,-1.42,-1.95,-2.73,-0.7,-1.4,-1.83,-2.68,-2.57,-0.68,-0.29,-2.38,-2.48,-1.43,0.48,0.81,-0.4,-2.19,1.28,0.08,1.08,-0.35,-2.37
197609,0.89,1.55,3.36,2.55,2.14,3.56,2.73,3.72,3.99,2.44,2.68,1.83,1.64,1.86,4.04,2.25,1.85,2.38,4.2,2.06,1.47,3.02,2.44,3.4,-0.47
197610,-1.95,-1.79,-1.44,-1.66,-2.04,-3.13,-1.83,-1.62,-2.35,-1.99,-1.51,-0.89,-1.26,-2.43,-2.88,-1.18,-2.16,-1.02,-1.02,-2.69,-3.12,-2.32,-0.99,-2.11,-3.56
197611,1.87,2.9,3.24,3.22,3.74,3.5,2.96,2.64,5.13,5.47,4.38,2.81,3.93,3.83,4.32,1.77,3.71,2.45,3.49,4.6,-3.04,-0.26,0.96,0.82,2.05
197612,11.28,9.82,9.26,10.46,10.22,11.91,9.95,8.4,9.98,9.73,10.72,9.74,7.97,8.31,7.48,6.28,6.03,7.71,7.88,7.47,4.1,5.12,4.33,8.26,5.68
197701,3.2,3.18,5.45,4.69,4.55,-2,2.76,2.73,1.1,2.66,-1.97,-2.31,0.51,-0.66,2.37,-4.78,-3.15,-1.37,-3.3,-0.26,-8.41,-5.98,-3.12,-2.5,-2.61
197702,-1.43,-1.05,0.37,0.7,1.09,-2.19,-0.73,-0.67,0,-0.6,-3.14,-1.91,-1.71,-1.61,-0.7,-2.02,-1.74,-2.02,-2.26,-1.05,-1.44,-0.86,-1.38,-2.51,-3.7
197703,0.29,1.01,1.37,1.33,1.57,1.46,-0.25,0.77,0.13,0.99,-1.37,0.16,0.42,0.37,-0.72,-1.58,-0.42,1.28,0.54,0.74,-2.44,-1.75,-0.52,-1.53,-1.96
